Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Final URL,Impr.,Interactions,Interaction rate,Currency code,Avg. cost,Cost,Quality Score,Exp. CTR,Landing page exp.,Ad relevance,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
Enabled,[deck contractor brambleton],Exact match,loudoun decks,Deck Builder - Brambleton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[trex deck builder hamilton va],Exact match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builders south riding va],Exact match,loudoun decks,Deck Builder - South Riding,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builders south riding""",Phrase match,loudoun decks,Deck Builder - South Riding,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement hamilton va""",Phrase match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck contractor near me],Exact match,loudoun decks,Deck Builder - Lovettsville,Not eligible,campaign paused,,13,1,7.69%,USD,7.35,7.35, --, --, --, --,1,0.00%,0.00,7.35,0.00
Enabled,[deck replacement hamilton va],Exact match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck installation brambleton va],Exact match,loudoun decks,Deck Builder - Brambleton,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builder lovettsville""",Phrase match,loudoun decks,Deck Builder - Lovettsville,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""composite deck brambleton""",Phrase match,loudoun decks,Deck Builder - Brambleton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing brambleton],Exact match,loudoun decks,Deck Builder - Brambleton,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck installation lovettsville""",Phrase match,loudoun decks,Deck Builder - Lovettsville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,decking solutions,Broad match,loudoun decks,Deck Builder - Brambleton,Not eligible,campaign paused,,514,15,2.92%,USD,5.73,86.02, --, --, --, --,15,0.00%,0.00,5.73,0.00
Enabled,"""composite deck hamilton va""",Phrase match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck builder hamilton va],Exact match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builders near me],Exact match,loudoun decks,Deck Builder - Brambleton,Not eligible,campaign paused,,6,0,0.00%,USD,0,0.00,3,Below average,Average,Below average,0,0.00%,0.00,0,0.00
Enabled,[deck builder south riding],Exact match,loudoun decks,Deck Builder - South Riding,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builders near me],Exact match,loudoun decks,Deck Builder - South Riding,Not eligible,campaign paused,,204,7,3.43%,USD,5.51,38.54,3,Below average,Average,Below average,7,0.00%,0.00,5.51,0.00
Enabled,[trex deck builder south riding],Exact match,loudoun decks,Deck Builder - South Riding,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing south riding],Exact match,loudoun decks,Deck Builder - South Riding,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck company brambleton va],Exact match,loudoun decks,Deck Builder - Brambleton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing lovettsville],Exact match,loudoun decks,Deck Builder - Lovettsville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck company lovettsville va],Exact match,loudoun decks,Deck Builder - Lovettsville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""custom deck hamilton va""",Phrase match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builders near me],Exact match,loudoun decks,Deck Builder - Hamilton,Not eligible,campaign paused,,114,3,2.63%,USD,9.08,27.24,4,Below average,Average,Average,3,33.33%,1.00,9.08,27.24
Enabled,[composite deck builder south riding],Exact match,loudoun decks,Deck Builder - South Riding,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement brambleton""",Phrase match,loudoun decks,Deck Builder - Brambleton,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck company hamilton virginia],Exact match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""trex deck hamilton va""",Phrase match,loudoun decks,Deck Builder - Hamilton,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing hamilton va],Exact match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck installation south riding""",Phrase match,loudoun decks,Deck Builder - South Riding,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[custom deck builder lovettsville],Exact match,loudoun decks,Deck Builder - Lovettsville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builders brambleton""",Phrase match,loudoun decks,Deck Builder - Brambleton,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[trex deck builder brambleton],Exact match,loudoun decks,Deck Builder - Brambleton,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builder south riding""",Phrase match,loudoun decks,Deck Builder - South Riding,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""custom deck lovettsville""",Phrase match,loudoun decks,Deck Builder - Lovettsville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck company hamilton va""",Phrase match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck contractor south riding va],Exact match,loudoun decks,Deck Builder - South Riding,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,building deck stairs,Broad match,loudoun decks,Deck Builder - Brambleton,Not eligible,campaign paused,,56,1,1.79%,USD,1.68,1.68, --, --, --, --,1,0.00%,0.00,1.68,0.00
Enabled,local patio and deck builders near me[deck builder brambleton],Broad match,loudoun decks,Deck Builder - Brambleton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement lovettsville""",Phrase match,loudoun decks,Deck Builder - Lovettsville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck company hamilton va],Exact match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck contractor lovettsville""",Phrase match,loudoun decks,Deck Builder - Lovettsville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck installation hamilton va],Exact match,loudoun decks,Deck Builder - Hamilton,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck contractor south riding],Exact match,loudoun decks,Deck Builder - South Riding,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck builder lovettsville],Exact match,loudoun decks,Deck Builder - Lovettsville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement middleburg""",Phrase match,loudoun decks,Deck Builder - Middleburg,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[custom deck builder arcola],Exact match,loudoun decks,Deck Builder - Arcola,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck contractor broadlands""",Phrase match,loudoun decks,Deck Builder - Broadlands,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck builder lansdowne],Exact match,loudoun decks,Deck Builder - Lansdowne,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing middleburg],Exact match,loudoun decks,Deck Builder - Middleburg,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[custom deck builder lansdowne],Exact match,loudoun decks,Deck Builder - Lansdowne,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck installation broadlands va],Exact match,loudoun decks,Deck Builder - Broadlands,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""composite deck middleburg""",Phrase match,loudoun decks,Deck Builder - Middleburg,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builder broadlands""",Phrase match,loudoun decks,Deck Builder - Broadlands,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck installation arcola va],Exact match,loudoun decks,Deck Builder - Arcola,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[trex deck builder lansdowne],Exact match,loudoun decks,Deck Builder - Lansdowne,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck installation middleburg va],Exact match,loudoun decks,Deck Builder - Middleburg,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builder middleburg""",Phrase match,loudoun decks,Deck Builder - Middleburg,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builder near me],Exact match,loudoun decks,Deck Builder - Lansdowne,Not eligible,campaign paused,,14,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck company broadlands va],Exact match,loudoun decks,Deck Builder - Broadlands,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builders broadlands""",Phrase match,loudoun decks,Deck Builder - Broadlands,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck contractor middleburg""",Phrase match,loudoun decks,Deck Builder - Middleburg,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck contractor broadlands va],Exact match,loudoun decks,Deck Builder - Broadlands,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[loudon decks],Exact match,SRCH | Branded | 3 Counties | Calls,Brand Exact,Eligible,,https://www.ldndecks.com/contact/,2,0,0.00%,USD,0,0.00,10,Above average,Above average,Above average,0,0.00%,0.00,0,0.00
Enabled,[ldn decks],Exact match,SRCH | Branded | 3 Counties | Calls,Brand Exact,Eligible,,https://www.ldndecks.com/contact/,4,5,125.00%,USD,11.03,55.15,8,Above average,Average,Above average,5,0.00%,0.00,11.03,0.00
Enabled,[loudoun deck company],Exact match,SRCH | Branded | 3 Counties | Calls,Brand Exact,Not eligible,rarely served,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[ldndecks],Exact match,SRCH | Branded | 3 Counties | Calls,Brand Exact,Eligible,,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[loudoun decks],Exact match,SRCH | Branded | 3 Counties | Calls,Brand Exact,Eligible,,https://www.ldndecks.com/contact/,2,0,0.00%,USD,0,0.00,7,Below average,Above average,Above average,0,0.00%,0.00,0,0.00
Enabled,"""ldn decks reviews""",Phrase match,SRCH | Branded | 3 Counties | Calls,Brand Phrase,Eligible,,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""loudoun decks estimate""",Phrase match,SRCH | Branded | 3 Counties | Calls,Brand Phrase,Not eligible,rarely served,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""ldn decks estimate""",Phrase match,SRCH | Branded | 3 Counties | Calls,Brand Phrase,Not eligible,rarely served,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""ldn decks phone number""",Phrase match,SRCH | Branded | 3 Counties | Calls,Brand Phrase,Not eligible,rarely served,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""loudoun decks contact""",Phrase match,SRCH | Branded | 3 Counties | Calls,Brand Phrase,Not eligible,rarely served,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""ldn decks contact""",Phrase match,SRCH | Branded | 3 Counties | Calls,Brand Phrase,Not eligible,rarely served,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""loudoun decks phone number""",Phrase match,SRCH | Branded | 3 Counties | Calls,Brand Phrase,Not eligible,rarely served,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""loudoun decks reviews""",Phrase match,SRCH | Branded | 3 Counties | Calls,Brand Phrase,Eligible,,https://www.ldndecks.com/contact/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck replacement near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck refinishing near me],Exact match,Deck Repair - Loudoun County,Deck Restoration - Refinishing,Not eligible,campaign paused,,1,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck restoration company],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[patio deck repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,1,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck repair contractor near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck building and repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[large deck replacement],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,complete deck replacement,Broad match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,60,5,8.33%,USD,4.09,20.44, --, --, --, --,5,0.00%,0.00,4.09,0.00
Enabled,[deck replacement cost],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,1,0,0.00%,USD,0,0.00,5,Below average,Above average,Below average,0,0.00%,0.00,0,0.00
Enabled,[deck replacement contractors near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[wood patio repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck restoration near me],Exact match,Deck Repair - Loudoun County,Deck Restoration - Refinishing,Not eligible,campaign paused,,1,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[best deck repair companies near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[wood deck repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,3,0,0.00%,USD,0,0.00,5,Average,Average,Below average,0,0.00%,0.00,0,0.00
Enabled,[composite deck upgrade],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[wood decking installation contractors near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck upgrade],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,low quality; campaign paused,,1,0,0.00%,USD,0,0.00,1,Below average,Below average,Below average,0,0.00%,0.00,0,0.00
Enabled,[deck repair contractors],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,6,1,16.67%,USD,7.40,7.40,5,Below average,Average,Above average,1,0.00%,0.00,7.40,0.00
Enabled,[wood deck repair contractors near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00,3,Below average,Average,Below average,0,0.00%,0.00,0,0.00
Enabled,[full deck replacement],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck restoration service],Exact match,Deck Repair - Loudoun County,Deck Restoration - Refinishing,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Paused,[patio deck builders near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Paused,paused; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck wood replacement],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck refinishing near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,39,6,15.38%,USD,16.12,96.72,7,Average,Average,Above average,6,16.67%,1.00,16.12,96.72
Enabled,[deck resurfacing near me],Exact match,Deck Repair - Loudoun County,Deck Restoration - Refinishing,Not eligible,campaign paused,,1,0,0.00%,USD,0,0.00,4,Below average,Average,Average,0,0.00%,0.00,0,0.00
Enabled,[deck refinishing contractors near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck rebuild],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,18,2,11.11%,USD,11.41,22.81, --, --, --, --,2,50.00%,1.00,11.41,22.81
Enabled,[restore my deck],Exact match,Deck Repair - Loudoun County,Deck Restoration - Refinishing,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck rebuilding near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck and porch contractors near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck repair services near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck remodeling near me],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,91,9,9.89%,USD,13.44,120.92,4,Below average,Average,Average,9,0.00%,0.00,13.44,0.00
Enabled,[deck replacement near me],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck board replacement],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,3,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck rebuild near me],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[fix my deck],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[wood deck replacement near me],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck fixing near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,3,0,0.00%,USD,0,0.00,6,Average,Above average,Below average,0,0.00%,0.00,0,0.00
Enabled,[patio and deck repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck replacement contractor],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,2,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[outdoor deck repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[local deck repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[replace deck boards],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,1,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Paused,"""deck resurfacing loudoun""",Phrase match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Paused,paused; rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[replace my deck],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[best deck repair contractors near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,120,12,10.00%,USD,7.19,86.24,3,Below average,Average,Below average,12,0.00%,0.00,7.19,0.00
Enabled,[deck repair loudoun county],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,42,4,9.52%,USD,11.62,46.50,5,Below average,Average,Above average,4,0.00%,0.00,11.62,0.00
Enabled,[deck fixers near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck renovation contractor],Exact match,Deck Repair - Loudoun County,Deck Replacement,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Paused,[deck repair companies near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Paused,paused; campaign paused,,0,0, --,USD,0,0.00,3,Below average,Average,Below average,0,0.00%,0.00,0,0.00
Enabled,[porch and deck repair near me],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing contractor],Exact match,Deck Repair - Loudoun County,Deck Restoration - Refinishing,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing companies],Exact match,Deck Repair - Loudoun County,Deck Restoration - Refinishing,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,3,0,0.00%,USD,0,0.00,5,Below average,Average,Above average,0,0.00%,0.00,0,0.00
Enabled,[deck repair ashburn va],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,12,1,8.33%,USD,8.80,8.80,5,Below average,Average,Above average,1,0.00%,0.00,8.80,0.00
Enabled,[rotted deck boards replacement],Exact match,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
